sample_id,region,latitude,longitude,month,sea_surface_temperature_c,temperature_anomaly_c,wind_speed_kmh,wave_height_m,humidity_percent,pressure_hpa,cloud_coverage_percent,chlorophyll_index,current_speed_ms,ocean_risk_level
OM-0806,Atlântico Norte,37.7607,-16.4054,12,24.86,0.22,24.37,2.88,89.39,1009.92,80.72,0.25,0.05,baixo
OM-0807,Pacífico Equatorial,3.7056,-94.2921,11,30.22,1.34,22.92,4.32,77.92,1014.14,92.67,1.611,0.226,critico
OM-0808,Índico Oeste,-24.2373,74.7013,12,27.5,0.88,30.07,3.92,71.65,1003.24,84.92,0.814,0.38,moderado
OM-0809,Costa Nordeste,-0.9207,-43.1946,8,30.33,-0.25,15.34,2.32,86.01,1015.97,30.94,0.866,0.608,baixo
OM-0810,Índico Oeste,-0.8976,56.0123,2,29.83,2.32,11.19,3.15,63.37,1035,91.04,1.369,0.39,critico
OM-0811,Pacífico Equatorial,2.2963,-96.1601,1,31.58,1.13,29.42,3.12,70.27,990.98,96.77,1.205,0.851,critico
OM-0812,Pacífico Equatorial,1.1756,-100.605,7,32.32,2.47,28.48,1.86,84.56,1019.61,77.67,1.247,0.329,critico
OM-0813,Pacífico Sul,-28.8045,-94.2718,10,22.89,2.02,30.08,2.95,91.35,989.11,87.28,1.154,0.349,critico
OM-0814,Costa Nordeste,-8.7986,-39.77,4,35.19,3.73,52.78,4.0,70.77,995.51,45.6,0.904,0.544,critico
OM-0815,Pacífico Equatorial,-3.718,-110.6175,6,33.32,1.93,34.14,2.36,84.46,1010.71,69.56,0.823,0.346,critico
OM-0816,Pacífico Sul,-27.8848,-90.1774,2,25.6,1.28,20.88,3.66,63.01,1009.13,0,0.828,0.577,alto
OM-0817,Pacífico Equatorial,-0.7798,-110.3279,10,29.6,-1.15,22.9,1.13,83.65,986.72,84.04,0.851,0.6,baixo
OM-0818,Índico Oeste,-15.324,62.8835,8,27.88,0.15,32.47,2.53,86.98,1006.38,56.73,1.247,0.565,baixo
OM-0819,Atlântico Norte,37.7166,-49.7647,3,25.97,2.23,14.63,2.36,71.49,998.17,56.76,1.051,0.33,critico
OM-0820,Atlântico Norte,13.7868,-56.3725,8,27.69,0.2,29.08,3.04,63.86,1010.59,100,0.438,0.758,moderado
OM-0821,Atlântico Norte,15.8463,-19.5992,4,29.33,0.01,4.85,1.65,64.65,1006.99,80.71,0.945,0.159,baixo
OM-0822,Atlântico Norte,15.0026,-60.475,11,27.82,1.7,36.33,2.19,89.78,1020.7,31.7,0.501,0.447,alto
OM-0823,Índico Oeste,-16.1051,76.0383,7,29.06,2.29,36.47,3.32,67.88,999.29,91.18,0.818,0.7,critico
OM-0824,Índico Oeste,-20.7909,59.2373,3,29.24,-1.03,19.75,3.24,69.95,1003.97,65.92,1.511,1.193,baixo
OM-0825,Pacífico Equatorial,-3.5956,-125.9136,12,30.21,0.12,14.43,1.1,80.98,1009.9,53.79,0.987,0.31,baixo
OM-0826,Pacífico Sul,-26.8518,-95.9984,9,23.9,1.98,35.67,2.87,71.88,1029.19,29.64,1.609,0.806,alto
OM-0827,Atlântico Norte,15.0537,-27.4144,8,27.45,2.36,18.3,2.24,62.89,1018.35,42.52,0.427,0.817,alto
OM-0828,Pacífico Sul,-36.8443,-100.7049,12,24.11,-1.34,10.93,2.59,75.93,1021.49,85.68,0.851,0.249,baixo
OM-0829,Costa Nordeste,-2.907,-35.0156,2,33.84,0.57,13.59,1.67,60.15,997.52,53.11,0.767,0.905,critico
OM-0830,Pacífico Sul,-11.3779,-118.1937,2,29.47,0.46,19.94,1.46,82.35,994.95,89.96,0.999,0.265,alto
OM-0831,Atlântico Norte,11.1183,-46.0784,11,26.92,-0.36,22.27,2.68,69.91,1003.49,48.11,1.198,0.856,baixo
OM-0832,Pacífico Equatorial,-1.4141,-109.0193,6,32.5,0.49,34.04,3.02,83.8,1005.52,63.6,0.595,0.642,alto
OM-0833,Pacífico Equatorial,2.407,-104.8009,3,33.37,-0.87,7.18,0.92,79.71,1007.12,58.3,0.637,0.433,baixo
OM-0834,Pacífico Equatorial,1.218,-111.6315,7,31.7,2.29,23.3,3.58,72.2,1007.97,66.93,1.138,0.709,critico
OM-0835,Atlântico Norte,31.0068,-36.3709,9,22.79,0.38,24.53,2.79,59.29,996.91,41.22,1.022,0.524,baixo
OM-0836,Índico Oeste,-21.009,55.4096,12,28.39,-1.13,14.87,1.72,86.81,1011.99,80.33,0.928,0.437,baixo
OM-0837,Índico Oeste,-18.2659,67.8032,4,29.23,1.24,26.07,2.86,76.08,1007.45,29.42,0.455,0.321,alto
OM-0838,Atlântico Norte,15.7672,-58.8365,9,25.49,-0.02,38.39,2.64,68.4,981.71,60.87,0.505,0.214,moderado
OM-0839,Costa Nordeste,-6.1581,-39.6439,12,31.98,1.93,28.05,3.86,95.43,1022.26,72.64,0.567,0.428,critico
OM-0840,Atlântico Norte,16.8347,-49.0994,12,26.47,-0.3,8.33,2.06,89.12,1015.46,33.61,0.808,0.7,baixo
OM-0841,Atlântico Norte,23.454,-30.9833,6,26.74,2.3,36.62,3.16,75.73,1021.07,94.81,1.169,0.223,critico
OM-0842,Costa Nordeste,1.8345,-41.7719,8,29.72,1.89,29.64,4.27,65.79,1003.31,68.74,0.02,0.237,critico
OM-0843,Atlântico Norte,11.5891,-24.732,10,29.21,2.29,12.97,2.43,75.17,998.7,35.64,0.673,0.64,critico
OM-0844,Pacífico Sul,-12.1352,-104.42,6,31.06,1.76,36.66,2.97,63.09,1010.61,74.49,1.291,0.791,critico
OM-0845,Pacífico Sul,-27.0892,-147.3187,2,26.09,1.44,40.41,3.12,67.08,1015.77,56.39,0.96,0.05,moderado
OM-0846,Atlântico Sul,-16.3458,-48.7931,1,29.43,1.89,49.04,3.84,57.74,993.96,74.89,0.956,0.527,critico
OM-0847,Costa Nordeste,1.7093,-43.5455,11,31.35,-0.04,34.05,1.97,80.55,1003.1,81.09,1.395,0.618,moderado
OM-0848,Atlântico Norte,36.647,-22.3812,2,25.96,-0.13,17.94,2.54,54.67,1007.33,22.77,0.808,1.139,baixo
OM-0849,Índico Oeste,2.8582,61.9192,7,31.61,-1.5,24.39,2.23,92.03,1029.09,13.76,0.841,0.646,baixo
OM-0850,Índico Oeste,-0.6728,76.3867,12,30.45,-0.6,32.46,3.03,86.94,1002.25,47.73,0.336,0.617,baixo
OM-0851,Pacífico Equatorial,-1.7968,-123.1257,4,31.75,1.82,19.13,3.27,67.21,1005.93,40.63,1.058,0.174,critico
OM-0852,Pacífico Equatorial,2.7084,-108.0659,9,30.34,2.34,28.85,2.2,80.02,1009.91,71.37,1.109,0.801,critico
OM-0853,Pacífico Equatorial,4.6419,-146.8539,11,31.34,-0.45,24.84,2.9,69.1,990.39,97.39,1.369,0.903,moderado
OM-0854,Atlântico Sul,-15.7193,-22.8071,10,26.66,0.48,27.6,3.64,76.87,1006.5,60.87,1.589,0.984,baixo
OM-0855,Índico Oeste,-0.2028,54.8714,7,31.64,0.74,14.09,1.03,64.5,1013.86,77.85,0.465,0.645,alto
OM-0856,Pacífico Sul,-12.5879,-133.1717,1,26.93,1.07,40.18,2.36,62.5,1004.74,43.19,0.642,0.477,moderado
OM-0857,Pacífico Sul,-19.315,-163.6528,2,30.54,1.89,31.28,3.63,83.22,1001.13,43.65,0.188,0.383,critico
OM-0858,Pacífico Equatorial,3.5551,-134.31,2,29.63,1.75,43.82,4.09,79.68,1012.29,88.44,1.112,0.708,critico
OM-0859,Índico Oeste,-19.4657,70.5017,2,28.69,1.84,35.94,3.92,98.52,1008.27,68.65,0.764,0.7,critico
OM-0860,Atlântico Norte,10.4263,-60.8374,5,30.02,0.21,16.47,1.67,80.75,1015.25,70.86,0.924,0.659,moderado
OM-0861,Índico Oeste,-24.2407,57.6212,4,28.41,1.92,25.77,3.23,87.08,1008.61,100,1.101,0.576,alto
OM-0862,Atlântico Sul,-27.1303,-48.2535,4,26.3,2.15,10.43,1.97,76.2,1003.74,60.79,1.035,0.676,alto
OM-0863,Atlântico Norte,29.3437,-53.0519,10,21.8,1.89,20.1,2.78,90.12,1003.61,19.42,1.139,0.096,alto
OM-0864,Costa Nordeste,-8.2671,-35.4436,3,33.2,0.39,31.95,3.68,68.32,1009.58,78.64,0.956,0.99,alto
OM-0865,Índico Oeste,-21.2493,65.06,4,30.37,0.26,21.67,1.63,68.73,1013.74,46.16,1.19,0.503,moderado
OM-0866,Costa Nordeste,-1.4489,-36.4742,12,29.5,-0.45,4.42,1.36,63.95,1019.3,55.54,1.015,0.8,baixo
OM-0867,Pacífico Equatorial,4.0468,-92.656,10,29.12,0.91,36.05,2.3,85.81,1001.08,66.06,0.879,0.653,alto
OM-0868,Costa Nordeste,-6.7202,-33.8104,10,30.01,-0.68,21.76,1.77,72.95,1016.27,50.52,0.123,0.197,baixo
OM-0869,Atlântico Norte,25.9176,-32.3149,1,24.06,0.2,24.72,2.28,81.21,1001.66,70.06,0.668,0.665,baixo
OM-0870,Atlântico Sul,-22.7412,4.101,10,27.88,0.05,25.99,2.98,77.91,1002.98,66.48,0.643,1.003,moderado
OM-0871,Índico Oeste,-20.2516,62.0928,8,27.1,-0.1,21.73,2.64,96.63,1002.3,64.22,0.865,0.789,baixo
OM-0872,Índico Oeste,-19.8863,40.7982,12,28.54,0.53,13.81,1.9,87.54,1010.16,50.74,0.54,0.488,moderado
OM-0873,Pacífico Equatorial,-4.3111,-141.9034,5,30.86,1.11,31.75,2.77,70.47,999.43,70.27,0.255,0.15,critico
OM-0874,Índico Oeste,-24.5213,75.6419,7,29.14,0.56,0,1.67,77.8,1009.78,53.34,1.086,0.304,baixo
OM-0875,Pacífico Equatorial,-0.5107,-124.023,1,30.44,3.5,27.67,2.84,95.89,1004.41,76.29,1.194,0.402,critico
OM-0876,Costa Nordeste,0.8544,-39.2997,1,30.68,-0.07,13.75,2.7,86.5,1009.71,54.58,0.594,0.474,moderado
OM-0877,Costa Nordeste,-4.134,-40.9999,8,30.84,0.41,18.26,3.08,89.8,1019.18,63.75,0.671,0.82,alto
OM-0878,Costa Nordeste,-3.1371,-41.4458,2,31.71,2.64,39.41,2.78,83.79,1011.32,85.0,0.795,0.896,critico
OM-0879,Atlântico Sul,-17.7487,-51.3492,3,29.66,3.14,32.27,3.39,77.88,994.54,77.77,1.228,0.488,critico
OM-0880,Índico Oeste,-0.4735,68.3295,8,29.79,0.24,13.78,0.9,81.93,1011.6,71.94,0.839,0.54,moderado
OM-0881,Atlântico Norte,27.263,-58.6393,2,25.46,0.26,9.3,3.99,83.43,1020.98,33.58,0.534,0.445,moderado
OM-0882,Índico Oeste,-17.4715,53.7904,4,27.48,0.35,22.87,3.61,79.31,1009.15,38.35,1.381,0.294,baixo
OM-0883,Atlântico Sul,-16.5193,3.4116,8,29.38,2.54,37.8,3.08,69.68,988.96,81.31,1.23,0.75,critico
OM-0884,Pacífico Sul,-15.671,-136.6601,5,29.13,-0.18,26.34,3.27,85.0,1010.63,33.15,0.897,1.043,baixo
OM-0885,Índico Oeste,-11.0913,75.9636,8,28.53,1.81,46.74,3.04,78.33,992.81,72.55,0.851,0.425,critico
OM-0886,Pacífico Sul,-12.8391,-156.4065,3,29.08,0.76,23.41,3.02,70.13,1007.06,79.29,0.203,0.573,moderado
OM-0887,Atlântico Norte,31.7119,-44.0286,3,24.27,0.71,43.56,4.19,72.27,992.21,75.43,1.26,0.485,alto
OM-0888,Índico Oeste,-24.611,52.3203,3,28.49,1.26,15.45,1.85,67.02,1005.64,36.58,1.388,0.766,alto
OM-0889,Índico Oeste,-23.1063,57.8831,7,28.07,2.76,48.52,2.97,61.64,984.74,47.65,1.18,0.359,critico
OM-0890,Pacífico Sul,-34.1687,-158.558,6,25.91,-0.55,16.78,1.12,78.93,1004.3,11.98,0.474,0.306,baixo
OM-0891,Índico Oeste,-2.4942,64.9443,2,30.28,0.42,38.5,2.54,85.07,1009.04,72.61,1.493,0.52,moderado
OM-0892,Atlântico Sul,-20.5251,-40.4833,1,26.96,2.09,33.11,3.61,63.63,1026.51,41.31,0.747,0.792,alto
OM-0893,Atlântico Norte,28.1524,-52.2628,1,24.93,0.01,18.45,3.44,59.64,1016.95,71.06,0.822,0.657,baixo
OM-0894,Pacífico Sul,-20.6804,-132.0719,6,26.03,2.91,18.1,2.62,76.25,999.18,65.46,1.467,0.507,critico
OM-0895,Costa Nordeste,-2.9622,-40.1579,1,32.72,1.87,21.7,3.24,73.67,993.82,41.66,0.607,0.436,critico
OM-0896,Atlântico Sul,-17.1276,-33.9391,10,28.19,0.86,21.94,1.74,80.92,1004.79,71.11,1.047,0.512,moderado
OM-0897,Pacífico Equatorial,4.7232,-129.7105,7,30.75,0.88,34.25,3.18,79.8,991.66,51.41,0.855,0.648,critico
OM-0898,Pacífico Equatorial,-2.726,-146.6091,11,29.59,0.5,23.94,2.71,77.41,1013.85,84.14,1.521,0.365,moderado
OM-0899,Pacífico Sul,-19.8921,-168.267,5,27.26,0.67,21.27,2.41,70.21,1004.19,55.91,0.856,0.472,baixo
OM-0900,Pacífico Equatorial,0.0915,-100.2578,7,31.34,1.69,26.76,2.32,64.78,1000.89,69.38,1.229,0.39,critico
OM-0901,Pacífico Equatorial,3.9793,-126.4421,11,29.9,0.81,17.48,1.72,70.7,1010.97,97.26,1.085,0.513,moderado
OM-0902,Costa Nordeste,-0.8829,-33.9645,5,32.93,-0.57,24.21,1.65,89.22,1013.74,14.38,0.461,0.528,moderado
OM-0903,Pacífico Equatorial,-4.8764,-100.2248,6,32.39,2.7,16.64,4.63,71.18,1000.88,38.29,1.151,0.52,critico
OM-0904,Costa Nordeste,-9.0679,-43.3911,1,32.0,-0.4,42.6,2.29,72.77,1014.74,42.52,0.702,0.729,moderado
OM-0905,Costa Nordeste,1.6513,-33.8723,6,32.71,3.11,38.14,3.21,74.16,1020.76,98.58,0.706,0.768,critico
OM-0906,Pacífico Sul,-11.4273,-98.6514,8,27.67,0.99,4.93,2.49,73.29,1002.51,87.99,0.992,0.928,moderado
OM-0907,Costa Nordeste,-9.2181,-34.8297,1,32.24,0.82,25.21,2.73,87.69,998.67,100,0.692,0.487,alto
OM-0908,Costa Nordeste,-0.3767,-44.6338,5,32.79,0.47,35.66,0.68,88.38,1008.89,77.66,0.456,0.355,alto
OM-0909,Pacífico Sul,-14.5463,-165.7435,6,29.58,1.05,15.87,2.23,89.13,999.13,43.87,0.837,0.398,moderado
OM-0910,Atlântico Norte,22.0534,-41.9509,6,28.67,0.09,33.81,2.02,54.65,1019.31,67.97,0.969,0.92,moderado
OM-0911,Pacífico Sul,-26.0033,-102.1667,11,24.14,0.83,33.39,2.1,65.86,998.81,64.58,0.694,0.597,moderado
OM-0912,Costa Nordeste,-0.1038,-39.0547,7,33.68,-1.27,5.2,1.42,75.63,1025.14,85.01,0.567,0.344,baixo
OM-0913,Índico Oeste,-21.4924,69.2742,6,27.45,0.33,12.74,2.72,75.98,995.7,73.41,0.818,0.496,moderado
OM-0914,Pacífico Sul,-13.143,-153.0502,1,30.48,-0.88,0,1.53,73.1,1006.51,53.14,0.46,0.617,baixo
OM-0915,Costa Nordeste,-9.7179,-44.5335,2,32.2,2.23,38.7,3.68,93.66,1016.47,66.26,1.018,0.446,critico
OM-0916,Pacífico Equatorial,-2.9155,-124.2886,10,31.29,-0.02,10.11,0.25,66.69,1010.52,54.02,1.253,0.586,baixo
OM-0917,Atlântico Sul,-21.546,-16.8369,6,30.33,0.17,3.81,3.08,76.24,1007.26,56.99,0.996,0.618,alto
OM-0918,Pacífico Sul,-12.3307,-129.0782,12,26.55,1.64,21.33,3.52,72.88,996.06,55.09,0.88,0.49,alto
OM-0919,Pacífico Sul,-16.575,-85.8016,8,28.09,0.84,8.02,1.64,60.35,1005.91,57.19,1.101,0.378,moderado
OM-0920,Índico Oeste,-16.1983,46.5098,5,28.02,0.04,26.03,2.4,68.48,1008.78,27.81,1.234,0.481,baixo
OM-0921,Índico Oeste,-23.6838,47.3071,6,29.65,-0.29,17.03,0.87,80.71,1008.59,61.94,0.983,0.832,baixo
OM-0922,Atlântico Sul,-21.2381,-31.1661,12,25.7,1.2,17.13,3.14,73.72,1008.18,29.34,1.187,0.704,moderado
OM-0923,Pacífico Sul,-29.2707,-133.8806,4,28.24,0.81,11.07,1.78,44.26,1018.78,42.85,1.12,0.942,moderado
OM-0924,Costa Nordeste,-3.0146,-43.2623,1,31.08,3.09,34.77,3.48,77.16,996.33,54.2,0.712,1.139,critico
OM-0925,Costa Nordeste,-6.1656,-41.3449,8,30.65,0.05,17.62,2.26,65.21,1017.52,16.6,0.62,0.642,moderado
OM-0926,Atlântico Norte,14.3621,-24.3689,8,23.86,0.38,23.44,3.63,81.07,1000.52,61.31,1.154,0.879,moderado
OM-0927,Pacífico Equatorial,2.8063,-148.3401,11,29.79,-0.26,24.9,1.92,85.55,1003.14,81.73,0.651,0.124,moderado
OM-0928,Pacífico Sul,-35.2814,-116.0919,5,25.57,0.61,12.67,2.66,71.11,993.93,58.99,0.76,0.548,moderado
OM-0929,Pacífico Sul,-15.7957,-87.46,5,29.88,-0.45,27.57,1.75,59.22,1009.93,67.73,0.348,0.186,baixo
OM-0930,Atlântico Norte,29.8303,-35.5607,8,23.44,1.78,13.79,2.34,89.0,1011.26,100,0.686,0.418,alto
OM-0931,Pacífico Equatorial,4.0722,-116.0391,6,32.37,0.5,19.88,1.89,63.84,1000.3,68.02,1.37,0.648,alto
OM-0932,Pacífico Sul,-31.1495,-108.1607,6,25.25,-0.51,8.68,2.02,87.87,1021.4,51.87,1.091,0.262,baixo
OM-0933,Pacífico Equatorial,-3.1692,-111.1514,8,29.55,1.23,35.81,2.71,71.83,1009.95,70.91,1.038,0.36,alto
OM-0934,Índico Oeste,-24.902,47.5571,5,30.23,0.17,15.53,1.9,69.92,1006.87,78.21,0.953,0.879,moderado
OM-0935,Índico Oeste,-11.8848,52.5257,3,29.52,1.37,44.38,3.77,73.84,1013.78,57.13,1.66,0.979,alto
OM-0936,Costa Nordeste,-9.5208,-35.0955,1,32.09,0.65,22.15,3.23,77.7,1019.77,43.61,0.743,0.158,alto
OM-0937,Costa Nordeste,-9.7246,-36.2382,4,33.67,2.67,28.19,3.14,82.95,1012.34,23.29,0.41,0.654,critico
OM-0938,Costa Nordeste,0.1446,-41.6854,8,28.45,-0.61,20.03,2.18,70.92,1001.74,80.69,0.203,0.387,baixo
OM-0939,Atlântico Sul,-21.8293,-26.1314,3,28.96,-0.28,12.04,2.57,73.19,1029.19,16.05,0.838,0.361,baixo
OM-0940,Índico Oeste,-9.7732,55.516,8,29.49,0.06,9.7,1.35,63.34,1021.45,59.83,1.142,0.361,baixo
OM-0941,Pacífico Equatorial,3.9845,-127.2334,8,32.17,0.26,20.56,2.15,75.52,1006.54,38.69,0.667,0.823,alto
OM-0942,Índico Oeste,2.2756,43.5784,5,31.49,1.18,25.18,3.12,78.56,1017.58,34.6,0.889,0.629,alto
OM-0943,Índico Oeste,-14.0628,70.4284,2,28.41,0.09,15.09,1.98,68.42,1008.46,62.83,0.989,0.084,baixo
OM-0944,Costa Nordeste,-7.2509,-40.326,9,32.18,1.34,10.33,1.79,89.91,994.73,62.84,0.632,0.282,critico
OM-0945,Costa Nordeste,-7.1651,-32.8841,4,31.82,0.38,21.06,3.61,59.02,1004.76,35.46,0.72,0.764,alto
OM-0946,Costa Nordeste,-7.0522,-44.8688,3,32.19,1.23,30.74,3.02,81.56,1006.49,91.65,1.536,0.766,critico
OM-0947,Pacífico Equatorial,-0.3759,-122.7034,12,31.1,1.03,25.2,2.42,75.76,1006.37,22.29,1.099,0.461,alto
OM-0948,Atlântico Norte,31.787,-16.6724,8,27.19,0.09,9.73,1.31,75.93,995.34,34.48,0.751,0.222,baixo
OM-0949,Atlântico Sul,-25.8621,-16.0131,6,25.92,0.23,16.44,2.62,87.43,1010.64,59.05,0.548,0.647,baixo
OM-0950,Índico Oeste,0.9559,71.621,12,31.76,1.83,40.95,4.5,82.28,998.29,36.65,1.394,0.558,critico
OM-0951,Costa Nordeste,-5.0104,-44.2298,3,34.21,-0.63,30.69,2.68,64.99,1017.22,25.09,1.02,0.4,alto
OM-0952,Índico Oeste,-23.7843,79.2543,8,28.38,0.93,23.31,2.6,89.28,1015.47,54.97,0.859,0.228,moderado
OM-0953,Pacífico Equatorial,-4.7586,-125.7953,10,28.18,0.91,36.18,3.23,83.68,1011.52,23.94,0.962,1.035,moderado
OM-0954,Pacífico Sul,-17.5319,-124.4647,3,30.11,0.24,7.84,2.4,75.41,1015.3,65.65,0.739,0.383,moderado
OM-0955,Atlântico Sul,-29.1197,-54.2125,3,26.57,1.7,29.73,2.62,68.66,1002.13,62.73,0.997,1.033,alto
OM-0956,Pacífico Equatorial,2.2724,-102.7793,4,28.88,1.1,21.23,2.59,55.25,1011.46,12.16,0.185,0.948,moderado
OM-0957,Pacífico Equatorial,0.7704,-117.1245,12,29.54,1.76,17.91,1.5,63.2,998.5,74.74,0.36,0.538,critico
OM-0958,Índico Oeste,-10.4981,53.1261,9,25.95,2.9,43.38,3.96,78.46,993.12,80.91,0.693,0.746,critico
OM-0959,Costa Nordeste,-4.4278,-42.7011,2,31.14,-0.41,10.31,2.42,73.74,1017.67,16.07,0.12,0.347,baixo
OM-0960,Atlântico Sul,-21.2875,-2.021,3,26.19,1.88,21.75,3.23,41.14,1007.64,78.56,0.849,0.671,alto
OM-0961,Costa Nordeste,-6.5624,-35.8414,3,31.2,1.64,29.71,2.7,90.22,1011.54,78.77,1.339,1.05,alto
OM-0962,Pacífico Sul,-20.5609,-80.7346,1,27.7,0.64,32.28,1.91,89.51,999.0,56.25,0.729,0.655,moderado
OM-0963,Atlântico Sul,-29.2212,-17.1139,1,23.32,-0.5,25.3,2.91,80.77,1009.03,29.79,0.494,0.13,baixo
OM-0964,Pacífico Equatorial,-3.6138,-122.2598,5,33.18,1.9,20.59,2.77,73.9,1013.91,56.75,1.231,0.318,critico
OM-0965,Atlântico Norte,19.192,-30.7906,7,25.59,1.62,35.36,2.27,78.73,1013.15,61.56,0.89,1.039,alto
OM-0966,Costa Nordeste,-8.7079,-38.2662,3,31.87,-0.12,18.49,2.67,65.8,1010.54,83.94,0.547,0.392,moderado
OM-0967,Pacífico Equatorial,4.3744,-137.4137,8,29.77,-0.11,19.88,2.42,85.77,995.59,26.47,1.268,0.05,moderado
OM-0968,Pacífico Sul,-14.1228,-129.5349,6,28.54,-0.81,35.68,2.21,80.31,1004.04,62.77,0.625,0.56,baixo
OM-0969,Pacífico Equatorial,-3.5183,-96.9469,4,30.8,0.52,25.41,2.98,77.32,1007.45,45.74,1.143,0.429,moderado
OM-0970,Atlântico Sul,-20.344,-1.4189,9,27.16,1.09,35.6,2.09,74.54,1013.35,31.6,0.834,0.703,moderado
OM-0971,Pacífico Sul,-15.9916,-129.0543,12,26.56,0.2,14.71,2.32,89.26,1010.75,66.91,0.792,0.691,baixo
OM-0972,Índico Oeste,2.4232,64.3504,4,34.22,-0.19,19.48,3.68,87.03,996.19,43.08,0.341,0.616,alto
OM-0973,Costa Nordeste,-9.5135,-30.7199,8,30.41,1.77,31.37,2.22,95.14,991.16,100,1.095,0.515,critico
OM-0974,Pacífico Equatorial,2.689,-110.2011,8,31.23,0.56,22.51,2.82,78.87,1034.49,40.83,0.734,0.431,alto
OM-0975,Pacífico Sul,-27.115,-140.4103,4,26.43,2.59,29.01,4.2,71.11,994.25,78.37,0.96,0.718,critico
OM-0976,Pacífico Equatorial,-1.9051,-117.4608,9,29.65,1.5,49.36,2.82,91.7,1007.82,65.66,0.663,0.774,critico
OM-0977,Pacífico Equatorial,-3.7856,-104.04,9,29.36,0.7,23.36,2.83,78.26,998.95,48.68,1.052,0.97,moderado
OM-0978,Atlântico Norte,34.1313,-22.4014,2,26.31,0.57,8.57,1.94,86.56,1035,61.22,0.497,0.414,moderado
OM-0979,Índico Oeste,-21.8929,60.4968,7,28.18,1.17,27.94,1.64,100,1017.05,69.36,1.519,0.781,moderado
OM-0980,Índico Oeste,-13.3817,65.7011,4,29.46,0.46,21.69,2.38,71.06,1000.37,38.11,1.42,0.786,moderado
OM-0981,Índico Oeste,-22.4432,73.7209,10,24.77,0.4,10.68,2.25,59.95,1004.74,84.91,1.347,0.643,baixo
OM-0982,Costa Nordeste,-6.2553,-32.6675,5,32.59,0.7,5.81,0.2,69.87,994.12,76.15,0.883,0.874,alto
OM-0983,Atlântico Norte,20.9136,-40.1028,12,27.32,0.78,16.95,3.36,91.79,992.66,27.61,0.423,0.545,alto
OM-0984,Pacífico Equatorial,2.68,-130.9013,2,31.94,1.17,26.43,3.31,82.87,996.15,19.99,0.737,0.734,critico
OM-0985,Atlântico Norte,36.109,-37.2361,9,23.66,0.25,30.6,2.38,79.18,1004.14,39.82,1.4,0.642,baixo
OM-0986,Atlântico Norte,10.1203,-16.5159,1,26.89,0.76,23.09,3.48,59.52,1001.01,68.61,1.011,0.431,moderado
OM-0987,Atlântico Sul,-17.3832,-53.905,4,29.12,0.14,29.04,1.61,76.73,1016.56,38.31,0.075,0.172,baixo
OM-0988,Costa Nordeste,-4.0882,-41.4313,7,31.43,1.89,18.64,2.59,64.97,1012.21,77.67,0.852,0.583,critico
OM-0989,Atlântico Sul,-15.8619,-38.425,10,23.49,0.64,26.67,3.12,80.42,1010.87,52.56,0.72,0.543,moderado
OM-0990,Atlântico Sul,-25.3829,-38.7503,1,24.79,0.55,36.3,2.64,66.81,993.79,58.98,0.807,0.715,moderado
OM-0991,Costa Nordeste,-8.2361,-35.2805,2,32.32,0.01,13.91,1.21,69.71,1011.99,45.61,0.597,0.206,alto
OM-0992,Pacífico Sul,-32.7169,-125.9978,5,25.19,0.86,34.06,3.91,84.34,992.24,46.42,0.862,0.804,alto
OM-0993,Pacífico Equatorial,-2.2067,-124.4309,1,28.99,2.49,27.14,3.57,82.06,1020.07,97.45,0.228,0.593,critico
OM-0994,Índico Oeste,2.1442,40.6858,4,31.48,-0.1,8.12,1.59,80.85,1016.59,45.11,1.023,0.934,moderado
OM-0995,Atlântico Norte,33.9838,-25.2158,1,27.78,3.73,33.09,4.1,98.33,994.1,92.41,0.836,1.157,critico
OM-0996,Pacífico Sul,-25.0889,-122.4505,3,27.07,0.39,10.96,1.81,82.56,1009.62,73.57,1.063,0.557,baixo
OM-0997,Pacífico Equatorial,0.8619,-112.2692,11,30.85,-0.42,30.03,2.9,78.48,1014.71,74.18,0.903,0.412,moderado
OM-0998,Pacífico Equatorial,-0.0685,-124.1506,9,30.44,0.64,30.61,3.28,86.8,1008.88,25.39,0.734,1.219,alto
OM-0999,Atlântico Norte,23.2384,-61.8567,12,27.66,2.46,25.07,2.85,73.47,1015.09,51.54,1.18,0.493,critico
OM-1000,Atlântico Sul,-28.1298,-38.7294,10,22.16,0.31,37.63,3.15,61.85,1002.38,54.68,0.794,0.859,baixo
OM-1001,Costa Nordeste,-0.4513,-31.688,2,32.95,1.23,23.86,3.42,70.53,1012.84,28.06,1.13,0.732,critico
OM-1002,Pacífico Sul,-22.8489,-109.9431,4,29.53,1.06,24.47,2.21,77.36,1010.85,29.45,1.071,0.581,alto
OM-1003,Atlântico Sul,-15.4851,-7.936,6,26.88,-0.73,17.58,1.65,95.84,1018.32,53.78,0.808,0.315,baixo
OM-1004,Pacífico Sul,-14.7128,-132.1679,2,28.67,1.13,27.78,4.05,74.77,1016.42,29.62,0.732,1.204,alto
OM-1005,Atlântico Norte,39.5322,-16.8167,3,26.8,-0.46,22.95,2.99,84.95,1024.61,37.85,0.918,0.151,baixo
OM-1006,Atlântico Sul,-26.0746,-35.7903,9,23.45,0.69,25.56,2.25,91.42,1011.67,19.01,0.717,0.33,baixo
